[INFO] [launch]: All log files can be found below /home/robosub/.ros/log/2025-08-16-04-39-21-222965-ubuntu-4376
[INFO] [launch]: Default logging verbosity is set to INFO
[INFO] [mavros_node-1]: process started with pid [4378]
[mavros_node-1] [INFO] [1755337161.994822877] [mavros]: Plugin mount_control initialized
[mavros_node-1] [INFO] [1755337162.015812749] [mavros]: Plugin nav_controller_output created
[mavros_node-1] [INFO] [1755337162.015954534] [mavros]: Plugin nav_controller_output initialized
[mavros_node-1] [INFO] [1755337162.036766893] [mavros]: Plugin obstacle_distance created
[mavros_node-1] [INFO] [1755337162.036887436] [mavros]: Plugin obstacle_distance initialized
[mavros_node-1] [INFO] [1755337162.058979825] [mavros]: Plugin odometry created
[mavros_node-1] [INFO] [1755337162.059128264] [mavros]: Plugin odometry initialized
[mavros_node-1] [INFO] [1755337162.081000746] [mavros]: Plugin onboard_computer_status created
[mavros_node-1] [INFO] [1755337162.081143202] [mavros]: Plugin onboard_computer_status initialized
[mavros_node-1] [INFO] [1755337162.108315691] [mavros]: Plugin open_drone_id created
[mavros_node-1] [INFO] [1755337162.108438090] [mavros]: Plugin open_drone_id initialized
[mavros_node-1] [INFO] [1755337162.132970924] [mavros]: Plugin optical_flow created
[mavros_node-1] [INFO] [1755337162.133118116] [mavros]: Plugin optical_flow initialized
[dvl_node-2] [INFO] [1755337162.155162166] [dvl_node]: 🔄 Connecting to DVL via serial...
[mavros_node-1] [INFO] [1755337162.156000398] [mavros]: Plugin param created
[mavros_node-1] [INFO] [1755337162.156133418] [mavros]: Plugin param initialized
[mavros_node-1] [INFO] [1755337162.176985478] [mavros]: Plugin play_tune created
[mavros_node-1] [INFO] [1755337162.177128574] [mavros]: Plugin play_tune initialized
[dvl_node-2] [INFO] [1755337162.200708424] [dvl_node]: ✅ Connected to DVL via serial!
[mavros_node-1] [INFO] [1755337162.202763952] [mavros]: Plugin px4flow created
[mavros_node-1] [INFO] [1755337162.202895532] [mavros]: Plugin px4flow initialized
[mavros_node-1] [INFO] [1755337162.229983692] [mavros]: Plugin rallypoint created
[mavros_node-1] [INFO] [1755337162.230169017] [mavros]: Plugin rallypoint initialized
[mavros_node-1] [INFO] [1755337162.252289974] [mavros]: Plugin rangefinder created
[mavros_node-1] [INFO] [1755337162.252421330] [mavros]: Plugin rangefinder initialized
[mavros_node-1] [INFO] [1755337162.276867212] [mavros]: Plugin rc_io created
[mavros_node-1] [INFO] [1755337162.277022210] [mavros]: Plugin rc_io initialized
[mavros_node-1] [INFO] [1755337162.299913386] [mavros]: Plugin setpoint_accel created
[mavros_node-1] [INFO] [1755337162.300066048] [mavros]: Plugin setpoint_accel initialized
[mavros_node-1] [INFO] [1755337162.325555994] [mavros]: Plugin setpoint_attitude created
[mavros_node-1] [INFO] [1755337162.325677464] [mavros]: Plugin setpoint_attitude initialized
[mavros_node-1] [INFO] [1755337162.358816400] [mavros]: Plugin setpoint_position created
[mavros_node-1] [INFO] [1755337162.358934256] [mavros]: Plugin setpoint_position initialized
[mavros_node-1] [INFO] [1755337162.393826339] [mavros]: Plugin setpoint_raw created
[mavros_node-1] [INFO] [1755337162.393973530] [mavros]: Plugin setpoint_raw initialized
[mavros_node-1] [INFO] [1755337162.427836458] [mavros]: Plugin setpoint_trajectory created
[mavros_node-1] [INFO] [1755337162.427956296] [mavros]: Plugin setpoint_trajectory initialized
[mavros_node-1] [INFO] [1755337162.457305336] [mavros]: Plugin setpoint_velocity created
[mavros_node-1] [INFO] [1755337162.457556274] [mavros]: Plugin setpoint_velocity initialized
[mavros_node-1] [INFO] [1755337162.505973163] [mavros]: Plugin sys_status created
[mavros_node-1] [INFO] [1755337162.506148219] [mavros]: Plugin sys_status initialized
[mavros_node-1] [INFO] [1755337162.533620305] [mavros.time]: TM: Timesync mode: MAVLINK
[mavros_node-1] [INFO] [1755337162.541423108] [mavros]: Plugin sys_time created
[mavros_node-1] [INFO] [1755337162.541559966] [mavros]: Plugin sys_time initialized
[mavros_node-1] [INFO] [1755337162.572827067] [mavros]: Plugin tdr_radio created
[mavros_node-1] [INFO] [1755337162.573013352] [mavros]: Plugin tdr_radio initialized
[mavros_node-1] [INFO] [1755337162.604320122] [mavros]: Plugin terrain created
[mavros_node-1] [INFO] [1755337162.604454293] [mavros]: Plugin terrain initialized
[mavros_node-1] [INFO] [1755337162.638638444] [mavros]: Plugin trajectory created
[mavros_node-1] [INFO] [1755337162.638780197] [mavros]: Plugin trajectory initialized
[mavros_node-1] [INFO] [1755337162.671837523] [mavros]: Plugin tunnel created
[mavros_node-1] [INFO] [1755337162.671971086] [mavros]: Plugin tunnel initialized
[mavros_node-1] [INFO] [1755337162.704435136] [mavros]: Plugin vfr_hud created
[mavros_node-1] [INFO] [1755337162.704571930] [mavros]: Plugin vfr_hud initialized
[mavros_node-1] [INFO] [1755337162.738679942] [mavros]: Plugin vibration created
[mavros_node-1] [INFO] [1755337162.738829373] [mavros]: Plugin vibration initialized
[mavros_node-1] [INFO] [1755337162.776474871] [mavros]: Plugin vision_pose created
[mavros_node-1] [INFO] [1755337162.776602228] [mavros]: Plugin vision_pose initialized
[mavros_node-1] [INFO] [1755337162.814608106] [mavros]: Plugin vision_speed created
[mavros_node-1] [INFO] [1755337162.814782106] [mavros]: Plugin vision_speed initialized
[mavros_node-1] [INFO] [1755337162.862959317] [mavros]: Plugin waypoint created
[mavros_node-1] [INFO] [1755337162.863129126] [mavros]: Plugin waypoint initialized
[mavros_node-1] [INFO] [1755337162.907282649] [mavros]: Plugin wheel_odometry created
[mavros_node-1] [INFO] [1755337162.908984931] [mavros]: Plugin wheel_odometry initialized
[mavros_node-1] [INFO] [1755337162.946008777] [mavros]: Plugin wind_estimation created
[mavros_node-1] [INFO] [1755337162.946213072] [mavros]: Plugin wind_estimation initialized
[mavros_node-1] [INFO] [1755337162.949968866] [mavros]: Built-in SIMD instructions: ARM NEON
[mavros_node-1] [INFO] [1755337162.950037327] [mavros]: Built-in MAVLink package version: 2025.6.6
[mavros_node-1] [INFO] [1755337162.950059209] [mavros]: Known MAVLink dialects: common ardupilotmega ASLUAV AVSSUAS all csAirLink cubepilot development icarous loweheiser matrixpilot paparazzi standard storm32 uAvionix ualberta
[mavros_node-1] [INFO] [1755337162.950074245] [mavros]: MAVROS UAS via /uas1 started. MY ID 1.191, TARGET ID 1.1
[mavros_node-1] [WARN] [1755337163.131442294] [mavros.time]: TM: Wrong FCU time.
[mavros_node-1] [ERROR] [1755337163.157774470] [mavros.sys]: FCU: EKF3 lane switch 1
[mavros_node-1] [INFO] [1755337163.355320430] [mavros.rc]: RC_CHANNELS message detected!
[mavros_node-1] [INFO] [1755337163.363673172] [mavros.imu]: IMU: Raw IMU message used.
[mavros_node-1] [WARN] [1755337163.363795090] [mavros.imu]: IMU: linear acceleration on RAW_IMU known on APM only.
[mavros_node-1] [WARN] [1755337163.363845284] [mavros.imu]: IMU: ~imu/data_raw stores unscaled raw acceleration report.
[mavros_node-1] [WARN] [1755337163.383069715] [mavros.global_position]: GP: No GPS fix
[mavros_node-1] [INFO] [1755337163.488172657] [mavros_router]: link[1001] detected remote address 1.191
[mavros_node-1] [INFO] [1755337163.510839136] [mavros]: CON: Got HEARTBEAT, connected. FCU: ArduPilot
[mavros_node-1] [INFO] [1755337163.511047877] [mavros.mission]: WP: detected enable_partial_push: 1
[mavros_node-1] [WARN] [1755337163.530184716] [mavros.cmd]: CMD: Unexpected command 520, result 0
[mavros_node-1] [INFO] [1755337163.545128740] [mavros.geofence]: GF: Using MISSION_ITEM_INT
[mavros_node-1] [INFO] [1755337163.545227977] [mavros.rallypoint]: RP: Using MISSION_ITEM_INT
[mavros_node-1] [INFO] [1755337163.545284281] [mavros.mission]: WP: Using MISSION_ITEM_INT
[mavros_node-1] [INFO] [1755337163.545332204] [mavros.sys]: VER: 1.1: Capabilities         0x000000000000f9e7
[mavros_node-1] [INFO] [1755337163.545386076] [mavros.sys]: VER: 1.1: Flight software:     040503ff (80e8c23a)
[mavros_node-1] [INFO] [1755337163.545429041] [mavros.sys]: VER: 1.1: Middleware software: 00000000 (        )
[mavros_node-1] [INFO] [1755337163.545470149] [mavros.sys]: VER: 1.1: OS software:         00000000 (6a85082c	@W��)
[mavros_node-1] [INFO] [1755337163.545608382] [mavros.sys]: VER: 1.1: Board hardware:      00320000
[mavros_node-1] [INFO] [1755337163.545658864] [mavros.sys]: VER: 1.1: VID/PID:             1209:5740
[mavros_node-1] [INFO] [1755337163.545698309] [mavros.sys]: VER: 1.1: UID:                 0000000000000000
[mavros_node-1] [INFO] [1755337163.876049182] [mavros.rc]: RC_CHANNELS message detected!
[mavros_node-1] [INFO] [1755337163.881571802] [mavros.imu]: IMU: Raw IMU message used.
[dvl_node-2] [INFO] [1755337164.047467768] [dvl_node]: ✅ DVL Node initialized and ready!
[dvl_mavros_bridge-3] [INFO] [1755337165.023212829] [dvl_mavros_bridge]: 🌉 DVL-MAVROS Bridge started with QoS matching!
[dvl_mavros_bridge-3] [INFO] [1755337165.023949836] [dvl_mavros_bridge]: 📡 Bridging /dvl/* → /mavros/vision_* (Z flipped for ENU)
[dvl_node-2] [INFO] [1755337166.040777158] [dvl_node]: DVL: V=[0.049, 0.005, 0.034] m/s, FOM=0.002, Range=nanm
[INFO] [rosbag_recorder-4]: process started with pid [4434]
[INFO] [prequal-5]: process started with pid [4436]
[dvl_mavros_bridge-3] [INFO] [1755337166.446969257] [dvl_mavros_bridge]: 🎯 Position bridged: [0.054, 0.006, 0.020] m (z flipped)
[rosbag_recorder-4] [INFO] [1755337166.739917411] [rosbag_recorder]: 🔦 Starting rosbag2 recording to: /home/robosub/rosbags/robosub_2025-08-16_04-39-26
[rosbag_recorder-4] [INFO] [1755337166.740669164] [rosbag_recorder]: 🛰️ Recording 29 topics for DVL+MAVROS system
[rosbag_recorder-4] [INFO] [1755337166.741328879] [rosbag_recorder]: 💾 Bag will be saved to: /home/robosub/rosbags/robosub_2025-08-16_04-39-26
[rosbag_recorder-4] [INFO] [1755337166.741886864] [rosbag_recorder]: 📝 Command: ros2 bag record -o /home/robosub/rosbags/robosub_2025-08-16_04-39-26 --compression-mode file --compression-format ... [+29 topics]
[rosbag_recorder-4] [INFO] [1755337166.743531769] [rosbag_recorder]: ✅ Rosbag recording started successfully
[rosbag_recorder-4] [INFO] [1755337166.745839942] [rosbag_recorder]: 📊 Recording active for 0.0 minutes
[dvl_mavros_bridge-3] [INFO] [1755337167.026829515] [dvl_mavros_bridge]: ✅ MAVROS topics detected (150) - bridge ready
[mavros_node-1] [INFO] [1755337167.154993810] [mavros.sys]: FCU: EKF3 IMU0 is using external nav data
[mavros_node-1] [INFO] [1755337167.166084759] [mavros.sys]: FCU: EKF3 IMU0 initial pos NED = 0.0,0.0,0.0 (m)
[mavros_node-1] [INFO] [1755337167.174385024] [mavros.sys]: FCU: EKF3 IMU0 initial vel NED = 0.0,0.0,0.0 (m/s)
[mavros_node-1] [INFO] [1755337167.182716032] [mavros.sys]: FCU: EKF3 IMU1 is using external nav data
[mavros_node-1] [INFO] [1755337167.193900714] [mavros.sys]: FCU: EKF3 IMU1 initial pos NED = 0.0,0.0,0.0 (m)
[mavros_node-1] [INFO] [1755337167.202203186] [mavros.sys]: FCU: EKF3 IMU1 initial vel NED = 0.0,0.0,0.0 (m/s)
[dvl_mavros_bridge-3] [INFO] [1755337167.796460061] [dvl_mavros_bridge]: 🚀 Velocity bridged: [0.024, -0.011, 0.013] m/s (z flipped)
[dvl_mavros_bridge-3] [INFO] [1755337167.800313703] [dvl_mavros_bridge]: 🎯 Position bridged: [0.096, 0.016, 0.033] m (z flipped)
[dvl_node-2] [INFO] [1755337168.068858256] [dvl_node]: DVL: V=[0.011, 0.001, -0.003] m/s, FOM=0.004, Range=nanm
[dvl_mavros_bridge-3] [INFO] [1755337169.154448706] [dvl_mavros_bridge]: 🎯 Position bridged: [0.132, 0.020, 0.036] m (z flipped)
[dvl_mavros_bridge-3] [INFO] [1755337170.026494257] [dvl_mavros_bridge]: ✅ Bridge healthy - Vel: 7.2 Hz, Pos: 7.2 Hz
[dvl_node-2] [INFO] [1755337170.097208363] [dvl_node]: DVL: V=[0.018, 0.020, -0.002] m/s, FOM=-0.001, Range=nanm
[dvl_mavros_bridge-3] [INFO] [1755337171.309617606] [dvl_mavros_bridge]: 🎯 Position bridged: [0.179, 0.031, 0.039] m (z flipped)
[prequal-5] [INFO] [1755337172.546559075] [robot_control]: 🔄 Waiting for MAVROS to initialize...
[prequal-5] [INFO] [1755337172.573148463] [robot_control]: RobotControl initialized with MAVROS Vision Topics (DVL via Bridge)
[prequal-5] [INFO] [1755337172.576066314] [straight_left_mission]: [INFO] Straight Left Mission Node Initialized (MAVROS Vision Topics Mode)
[prequal-5] [INFO] [1755337172.576825735] [straight_left_mission]: [INFO] Starting Straight Left Mission with MAVROS Vision Topics Control
[prequal-5] [INFO] [1755337172.577515418] [straight_left_mission]: [INFO] Arming vehicle...
[prequal-5] [INFO] [1755337172.622958227] [armer_node]: ✅ Vehicle armed successfully.
[dvl_mavros_bridge-3] [INFO] [1755337172.663033420] [dvl_mavros_bridge]: 🚀 Velocity bridged: [-0.001, 0.005, -0.033] m/s (z flipped)
[prequal-5] [INFO] [1755337172.672113114] [robot_control]: Pose CB
[dvl_mavros_bridge-3] [INFO] [1755337172.675384171] [dvl_mavros_bridge]: 🎯 Position bridged: [0.200, 0.037, 0.040] m (z flipped)
[prequal-5] [INFO] [1755337172.802738538] [robot_control]: Pose CB
[prequal-5] [INFO] [1755337172.937283881] [robot_control]: Pose CB
[prequal-5] [INFO] [1755337173.068215979] [robot_control]: Pose CB
[prequal-5] [INFO] [1755337173.070084443] [robot_control]: MAVROS Vision Pose (DVL): x=0.208m, y=0.041m, z=-0.050m
[prequal-5] [INFO] [1755337173.204549696] [robot_control]: Pose CB
[prequal-5] [INFO] [1755337173.341220015] [robot_control]: Pose CB
[prequal-5] [INFO] [1755337173.477340867] [robot_control]: Pose CB
[mavros_node-1] [INFO] [1755337173.509221644] [mavros.home_position]: HP: requesting home position
[mavros_node-1] [INFO] [1755337173.545745894] [mavros.sys]: FCU: ArduSub V4.5.3 (80e8c23a)
[mavros_node-1] [INFO] [1755337173.551296390] [mavros.sys]: FCU: ChibiOS: 6a85082c
[mavros_node-1] [INFO] [1755337173.559663193] [mavros.sys]: FCU: Pixhawk4 00380030 31385117 35333837
[mavros_node-1] [INFO] [1755337173.565247855] [mavros.sys]: FCU: IOMCU: 420 1001 411FC231
[mavros_node-1] [INFO] [1755337173.570766456] [mavros.sys]: FCU: RCOut: PWM:1-16
[mavros_node-1] [INFO] [1755337173.581835777] [mavros.sys]: FCU: IMU0: fast sampling enabled 8.0kHz/2.0kHz
[mavros_node-1] [INFO] [1755337173.585664645] [mavros.sys]: FCU: Frame: VECTORED_6DOF
[prequal-5] [INFO] [1755337173.613906034] [robot_control]: Pose CB
[prequal-5] [INFO] [1755337173.747319218] [robot_control]: Pose CB
[prequal-5] [INFO] [1755337173.882648243] [robot_control]: Pose CB
[dvl_node-2] [INFO] [1755337174.017054964] [dvl_node]: DVL: V=[0.003, -0.004, 0.002] m/s, FOM=0.003, Range=nanm
[dvl_mavros_bridge-3] [INFO] [1755337174.017731784] [dvl_mavros_bridge]: 🎯 Position bridged: [0.226, 0.048, 0.044] m (z flipped)
[prequal-5] [INFO] [1755337174.018413562] [robot_control]: Pose CB
[prequal-5] [INFO] [1755337174.146411122] [robot_control]: Pose CB
[prequal-5] [INFO] [1755337174.282316505] [robot_control]: Pose CB
[prequal-5] [INFO] [1755337174.418215426] [robot_control]: Pose CB
[prequal-5] [INFO] [1755337174.554627600] [robot_control]: Pose CB
[prequal-5] [INFO] [1755337174.626190403] [straight_left_mission]: [INFO] Setting GUIDED mode...
[prequal-5] [INFO] [1755337174.650216917] [set_guided_mode]: 🔍 Checking current flight mode...
[prequal-5] [INFO] [1755337174.689498767] [robot_control]: Pose CB
[prequal-5] [INFO] [1755337174.826832583] [robot_control]: Pose CB
[prequal-5] [INFO] [1755337174.962302289] [robot_control]: Pose CB
[dvl_mavros_bridge-3] [INFO] [1755337175.026302408] [dvl_mavros_bridge]: ✅ Bridge healthy - Vel: 7.4 Hz, Pos: 7.4 Hz
[prequal-5] [INFO] [1755337175.098066053] [robot_control]: Pose CB
[prequal-5] [INFO] [1755337175.233632844] [robot_control]: Pose CB
[prequal-5] [INFO] [1755337175.370225532] [robot_control]: Pose CB
[prequal-5] [INFO] [1755337175.496492712] [robot_control]: Pose CB
[prequal-5] [INFO] [1755337175.502452792] [set_guided_mode]: 📊 Current mode: MANUAL
[prequal-5] [INFO] [1755337175.503883526] [set_guided_mode]: 🔄 Requesting GUIDED mode...
[prequal-5] [INFO] [1755337175.512463900] [set_guided_mode]: 📤 Mode change request sent, waiting for confirmation...
[prequal-5] [INFO] [1755337175.514211658] [set_guided_mode]: ⏳ Still waiting... Current mode: MANUAL
[prequal-5] [INFO] [1755337175.515670096] [set_guided_mode]: ⏳ Still waiting... Current mode: MANUAL
[mavros_node-1] [WARN] [1755337175.547260579] [mavros.cmd]: CMD: Unexpected command 11, result 0
[prequal-5] [INFO] [1755337175.552920975] [set_guided_mode]: ✅ Mode successfully changed to GUIDED
[prequal-5] [INFO] [1755337175.574300283] [straight_left_mission]: [INFO] Waiting for MAVROS vision data and control systems...
[prequal-5] [INFO] [1755337175.575609038] [straight_left_mission]: [INFO] Waiting for MAVROS vision pose and speed data...
[prequal-5] [INFO] [1755337175.576790376] [straight_left_mission]: [INFO] ✅ MAVROS vision data available:
[prequal-5] [INFO] [1755337175.577896377] [straight_left_mission]: [INFO]   Vision Pose: x=0.241m, y=0.053m, z=-0.049m
[prequal-5] [INFO] [1755337175.578954008] [straight_left_mission]: [INFO]   Vision Speed: x=-0.015m/s, y=0.015m/s, z=0.013m/s
[prequal-5] [INFO] [1755337175.580103771] [straight_left_mission]: [INFO]   IMU Heading: 71.2°
[prequal-5] [INFO] [1755337175.581286644] [straight_left_mission]: [INFO]   Speed Status: SPEED_OK
[prequal-5] [INFO] [1755337175.582448948] [straight_left_mission]: [INFO] === MISSION START STATUS (MAVROS-VISION) ===
[prequal-5] [INFO] [1755337175.583550246] [straight_left_mission]: [INFO] MAVROS Vision Pose Status: VALID
[prequal-5] [INFO] [1755337175.584665812] [straight_left_mission]: [INFO] Initial Position: x=0.241m, y=0.053m, z=-0.049m
[prequal-5] [INFO] [1755337175.585848173] [straight_left_mission]: [INFO] Initial Heading: 71.2°
[prequal-5] [INFO] [1755337175.587040739] [straight_left_mission]: [INFO] MAVROS Vision Speed Status: VALID
[prequal-5] [INFO] [1755337175.588478287] [straight_left_mission]: [INFO] Initial Velocity: x=-0.015m/s, y=0.015m/s, z=0.013m/s
[prequal-5] [INFO] [1755337175.589715288] [straight_left_mission]: [INFO] Target Depth: -0.2m
[prequal-5] [INFO] [1755337175.590772056] [straight_left_mission]: [INFO] Forward Distance: 13.0m
[prequal-5] [INFO] [1755337175.591972364] [straight_left_mission]: [INFO] Depth Tolerance: ±0.05m
[prequal-5] [INFO] [1755337175.593219985] [straight_left_mission]: [INFO] Distance Tolerance: ±0.5m
[prequal-5] [INFO] [1755337175.594396557] [straight_left_mission]: [INFO] 
[prequal-5] [INFO] [1755337175.635663370] [robot_control]: Pose CB
[prequal-5] [INFO] [1755337175.774007879] [robot_control]: Pose CB
[prequal-5] [INFO] [1755337175.909409280] [robot_control]: Pose CB
[dvl_node-2] [INFO] [1755337176.042541996] [dvl_node]: DVL: V=[0.036, -0.011, 0.020] m/s, FOM=0.001, Range=nanm
[prequal-5] [INFO] [1755337176.044734255] [robot_control]: Pose CB
[prequal-5] [INFO] [1755337176.046303537] [robot_control]: MAVROS Vision Pose (DVL): x=0.245m, y=0.053m, z=-0.049m
[prequal-5] [INFO] [1755337176.174210073] [robot_control]: Pose CB
[dvl_mavros_bridge-3] [INFO] [1755337176.308923814] [dvl_mavros_bridge]: 🎯 Position bridged: [0.254, 0.052, 0.056] m (z flipped)
[prequal-5] [INFO] [1755337176.311145568] [robot_control]: Pose CB
[prequal-5] [INFO] [1755337176.446443867] [robot_control]: Pose CB
[prequal-5] [INFO] [1755337176.583212501] [robot_control]: Pose CB
[prequal-5] [INFO] [1755337176.718785724] [robot_control]: Pose CB
[prequal-5] [INFO] [1755337176.855872981] [robot_control]: Pose CB
[prequal-5] [INFO] [1755337176.989559866] [robot_control]: Pose CB
[prequal-5] [INFO] [1755337177.125888059] [robot_control]: Pose CB
